Sr,latency
730,0.002648288
731,0.002645151
732,0.002650198
733,0.002646070
734,0.002644919
735,0.002648328
736,0.002646239
737,0.002645429
738,0.002646634
739,0.002645014
740,0.002648413
741,0.002646584
742,0.002648758
743,0.002647502
744,0.002646024
745,0.002644953
746,0.002648007
747,0.002646030
748,0.002645072
749,0.002647850
750,0.002646680
751,0.002646921
752,0.002647597
753,0.002646224
754,0.002647655
755,0.002646615
756,0.002645332
757,0.002647655
758,0.002646076
759,0.002646146
760,0.002647543
761,0.002647055
762,0.002645537
763,0.002647898
764,0.002646041
765,0.002645565
766,0.002647381
767,0.002649476
768,0.002644941
769,0.002647558
770,0.002645900
771,0.002645373
772,0.002648320
773,0.002645213
774,0.002647896
775,0.002661946
776,0.002645292
777,0.002647729
778,0.002646049
779,0.002647983
780,0.002648115
781,0.002646099
782,0.002646232
783,0.002647679
784,0.002646216
785,0.002645386
786,0.002647907
787,0.002649068
788,0.002648169
789,0.002651486
790,0.002643306
791,0.002648134
792,0.002649144
793,0.002647371
794,0.002647889
795,0.002646229
796,0.002645008
797,0.002647670
798,0.002646369
799,0.002645186
800,0.002648494
801,0.002646048
802,0.002644809
803,0.002647669
804,0.002649658
805,0.002646151
806,0.002648394
807,0.002643428
808,0.002647560
809,0.002646065
810,0.002644746
811,0.002647758
812,0.002646571
813,0.002647765
814,0.002648217
815,0.002645909
816,0.002645114
817,0.002651000
818,0.002645999
819,0.002644917
820,0.002647430
821,0.002646580
822,0.002644917
823,0.002648243
824,0.002643378
825,0.002647445
826,0.002645961
827,0.002644903
828,0.002647558
829,0.002647593
830,0.002647190
831,0.002647547
832,0.002646033
833,0.002648829
834,0.002649385
835,0.002647709
836,0.002645320
837,0.002647565
838,0.002646041
839,0.002644801
840,0.002647592
841,0.002643464
842,0.002648213
843,0.002646086
844,0.002644789
845,0.002647572
846,0.002646097
847,0.002644932
848,0.002648691
849,0.002645874
850,0.002644970
851,0.002647585
852,0.002649376
853,0.002660876
854,0.002649427
855,0.002648652
856,0.002645500
857,0.002647855
858,0.002643430
859,0.002648470
860,0.002646311
861,0.002646160
862,0.002648321
863,0.002646899
864,0.002644798
865,0.002648395
866,0.002646890
867,0.002644981
868,0.002648410
869,0.002646746
870,0.002644970
871,0.002650978
872,0.002646610
873,0.002653825
874,0.002648209
875,0.002650705
876,0.002649111
877,0.002646427
878,0.002647831
879,0.002648578
880,0.002647506
881,0.002645086
882,0.002650119
883,0.002646888
884,0.002646098
885,0.002647985
886,0.002646981
887,0.002645629
888,0.002648439
889,0.002646212
890,0.002646097
891,0.002648131
892,0.002646964
893,0.002646525
894,0.002646892
895,0.002646457
896,0.002650594
897,0.002652613
898,0.002647486
899,0.002648139
900,0.002646139
901,0.002647517
902,0.002647713
903,0.002646948
904,0.002645606
905,0.002652219
906,0.002646960
907,0.002646087
908,0.002647704
909,0.002646978
910,0.002646057
911,0.002648670
912,0.002643605
913,0.002649203
914,0.002646760
915,0.002646097
916,0.002649560
917,0.002650414
918,0.002646131
919,0.002647885
920,0.002647367
921,0.002645006
922,0.002651632
923,0.002646132
924,0.002645663
925,0.002650085
926,0.002646728
927,0.002644850
928,0.002648123
929,0.002643795
930,0.002648410
931,0.002646072
932,0.002646211
933,0.002648198
934,0.002648553
935,0.002647933
936,0.002650764
937,0.002646878
938,0.002647227
939,0.002647946
940,0.002646361
941,0.002645155
942,0.002647579
943,0.002646461
944,0.002644869
945,0.002649171
946,0.002643411
947,0.002650662
948,0.002647654
949,0.002646346
950,0.002647802
951,0.002646012
952,0.002646605
953,0.002647555
954,0.002646285
955,0.002644860
956,0.002647822
957,0.002646575
958,0.002646404
959,0.002652540
960,0.002648119
961,0.002645468
962,0.002647613
963,0.002643349
964,0.002648510
965,0.002646720
966,0.002645793
967,0.002647571
968,0.002646052
969,0.002644907
970,0.002647487
971,0.002646013
972,0.002647737
973,0.002648397
974,0.002646443
975,0.002644868
976,0.002647352
977,0.002645933
978,0.002645361
979,0.002649491
980,0.002643408
981,0.002647482
982,0.002646008
983,0.002645552
984,0.002647417
985,0.002646063
986,0.002649542
987,0.002650515
988,0.002647762
989,0.002644965
990,0.002647583
991,0.002645834
992,0.002644932
993,0.002662791
994,0.002646078
995,0.002645975
996,0.002648373
997,0.002646089
998,0.002645585
999,0.002649307
